NR_PROCESSO,NR_OUTRAS_REF,CD_EXPORTADOR,CD_IMPORTADOR,CD_DESPACHANTE,CD_AGENTE,CD_INCOTERM,CD_PAIS_DESTINO,CD_MOEDA,CD_VIA_TRANSPORTE,CD_TRANSPORTADORA,CD_SEGURADORA,CD_REPRESENTANTE,CD_LOCAL_ORIGEM,CD_LOCAL_DESTINO,CD_URF_DESPACHO,CD_URF_DESTINO,CD_TERMO_PAGTO,CD_FORMA_PAGTO,CD_LINGUA_PEDIDO,CD_TIPO_FRETE,CD_USUARIO,CD_CARTA_CREDITO,CD_INST_NEGOC,CD_CONSIGNATARIO,CD_NOTIFY1,CD_NOTIFY2,DT_REGISTRO_PEDIDO,DT_FATURA,IN_DRAWBACK,NR_LI,NR_FATURA,QT_TOTAL_ITENS,TX_INF_EMBALAGEM,TX_MARCACAO_VOLUME,TX_TERMO_PAGTO,TX_DECL_ADICIONAL,TX_DECL_EXPORTADOR,TP_NOTIFY1,TP_NOTIFY2,TP_CONSIGNATARIO,VL_FRETE,VL_SEGURO,VL_PESO_BRUTO,VL_PESO_LIQUIDO,VL_DESCONTO,VL_COMISSAO_PERCENT,VL_TOT_ORIGEM,VL_TOT_CUBAGEM,VL_TOT_FOB,VL_TOT_COM_AGENTE,VL_TOT_QTDE_PROD,VL_TOT_QTDE_EMBALAGEM,VL_TOT_MCV,VL_TOT_EXW,VL_TX_CAMBIO,VL_TOT_CONTAINER,VL_TOT_PALLETS,VL_TOT_DESPESA,NR_SD,NR_CERTIFICADO,CD_LOCAL_EMISSAO,CD_ACORDO,CD_NORMAS,TX_OBSERVACAO,TX_CABECALHO,IN_ACORDO_ITENS,IN_NORMAS_ITENS,DT_SD,IN_FABR_EXPO,CD_FABRICANTE,CD_PAIS_ORIGEM,TP_COPIA,CD_COPIA,TP_DOCUMENTO,CD_DOCUMENTO,IN_ACORDO2_ITENS,IN_NORMAS2_ITENS,CD_ACORDO2,CD_NORMAS2,CD_PAIS_ORIG,IN_VENDA_INCOTERM,TX_MERCADORIA_BL,IN_DECL_AD_INSTR_EMB,IN_DECL_AD_PACKING_LIST,CD_BANCO_SAQUE_BORDERO,NR_DDE,IN_REFERENCIA_FAT_INST,DT_REG_DDE,IN_ETIQUETA,CD_ENQUAD_OP,VL_SEM_COBERTURA_CAMBIAL,TX_DECL_ADIC_INST_EMB,TX_CRIT_ORIG_FORM_A,CD_LOCAL_DESPACHO,VL_ACRESCIMO,DT_AVISO_EMBARQUE,TP_POS_AD,in_num_fat_auto,IN_MONTADO,IN_SELECIONADO,VL_FRETE_INT,TX_LOGOMARCA,CD_BANCO_SAQUE,VL_INLAND_FREIGHT,IN_DUE,IN_REC_ALFANDEGADO_DESPACHO,CD_REC_ALFANDEGADO_DESPACHO,NM_REF_END_REC_ALFAND_DESPACHO,CD_REC_ALFANDEGADO_EMBARQUE,IN_UM_ENQUAD_POR_PROC,TX_INFORMACOES_ADICIONAIS,CD_STATUS_DUE,DT_ENVIO_DUE,CD_CHAVE_ACESSO_DUE,TX_MARCACAO_VOLUME_ESP,IN_TIPO_DOCUMENTO_DUE,NR_PROCESSSO_ADM_IMP,DT_PRAZO_VALIDADE_EXP_TEMP,TX_MOTIVO_RETIFICACAO,QT_DIAS_PRAZO_VALIDADE_EXP_TEMP,IN_REC_ALFANDEGADO_EMBARQUE,NM_REF_END_REC_ALFAND_EMBARQUE,TIPOACORDOCOEMRCIAL_ID
0102EA-0112-07    ,NULL,00076,04161,   ,NULL,CPT,850,220,04,NULL,NULL,NULL,0125,0116,0817600,0817600,000006,NULL,1,1,NULL,NULL,99800,NULL,NULL,NULL,2007-02-12 00:00:00.000,2007-02-06 00:00:00.000,0,NULL,93418/07,001,04 CX DE MADEIRA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4000,0,1590,1430,0,0,0,0,"23623,55",0,4,0,"27623,55","23623,55",0,0,0,0,20701672170,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2007-02-12 00:00:00.000,NULL,00076,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,NULL,1,1,NULL,20701672170,0,2007-02-12 00:00:00.000,0,NULL,0,NULL,NULL,0125,0,2007-03-06 00:00:00.000,1,0,0,0,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102ER-002332-24  ,NULL,03129,34014,031,1218,FCA,097,220,NULL,NULL,     ,02232,NULL,NULL,0147600,0147600,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2024-06-27 18:15:44.903,NULL,0,NULL,NULL,NULL,,,,,,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,,1,1,NULL,NULL,0,NULL,NULL,80000,0,,,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,1933101,,1933101,1,0102ER-002332-24,200,2024-06-27 18:20:37.000,24LAR122290671,,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-012938-19  ,NULL,02813,26018,031,NULL,FOB,169,220,NULL,NULL,     ,     ,NULL,NULL,0817800,0817800,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2019-11-07 18:05:14.157,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,81101,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,8931404,,8931404,1,EM-012938-19 - 8903731 -  DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - SERGIO MARQUES DE JESUS: PROC. 11128.728458/2014-11 - CPF 080.475.918-94 - GLAUCIA MARA TEIXEIRA: REG.8D.04.026 - CPF 108.285.948-64,200,2019-11-07 18:13:07.000,19LYY025867890,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-013486-21  ,NULL,02869,27321,031,NULL,FOB,493,220,NULL,NULL,     ,     ,NULL,NULL,0817800,0817800,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2021-08-25 15:56:38.620,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,81101,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,8931359,,8931359,1,EM-013486-21,200,2021-08-25 15:58:02.000,21LCG059576807,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0202ER-000117-18  ,NULL,01641,15060,003,NULL,FCA,097,220,NULL,NULL,     ,     ,NULL,NULL,0147600,0147600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-11-05 14:19:51.223,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,80000,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,1933101,,1933101,1,0202ER-000117-18 - E-058/18,200,2018-11-05 14:35:04.000,18QGM007795966,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102ER-002216-20  ,NULL,00782,08448,003,NULL,FCA,586,220,07,NULL,NULL,NULL,1989,0091,0917500,0917500,000234,NULL,2,0,NULL,NULL,31800,08448,08448,NULL,2020-06-18 00:00:00.000,2020-06-16 17:41:51.983,1,NULL,NES082436/2020,001,,NESTLE PARAGUAY S.A. 4563273165 ASUNCION PARAGUAY NESTLE BRASIL LTDA,,,,0,NULL,0,0,0,"10387,85","2468,4",0,NULL,0,"22,717","18101,6",0,2057,0,"18101,6","18101,6",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,00781,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,,1,1,NULL,NULL,0,NULL,NULL,80000,0,"PAY TO: CITIBANK, N.A., NEW YORK ACCOUNT NAME: NESTLE DO BRASIL LTDA ACCOUNT NUMBER: 36235338 ABA021000089 SWIFT CODE: CITIUS33",,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,9503201,NULL,9500002,1,0102ER-002216-20 DESPACHANTE STILLOS RC2 Contato: SANDRO RICARDO Fone: 55 (45) 3522-3038 DESPACHANTE ADUANEIRO RODRIGO CALDAS CPF 026.586.289-27 MARCAÇÃO: 002/2330/2847 SERIE: 20155,200,2020-06-23 10:30:00.000,20JOR035980936,NESTLE PARAGUAY S.A. 4563273165 ASUNCION PARAGUAY NESTLE BRASIL LTDA,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-015525-20  ,NULL,02870,NULL,031,NULL,FOB,249,220,NULL,NULL,     ,     ,NULL,NULL,0517800,0517800,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2021-01-05 18:14:13.843,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,81101,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,5921302,,5921302,1,EM-015525-20,200,2021-01-05 18:13:37.000,21TIL045972063,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-007589-20  ,NULL,02868,27321,031,NULL,FOB,072,220,NULL,NULL,     ,     ,NULL,NULL,1017700,1017700,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2020-07-22 16:52:44.540,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,81101,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,0301304,,0301304,1,EM-007589-20,200,2020-07-22 16:54:13.000,20TAK037384168,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EM-021904-21  ,NULL,00782,06303,031,0023,FCA,351,220,01,NULL,NULL,NULL,0002,0058,0817800,0817800,000209,NULL,1,0,NULL,NULL,NULL,24966,24966,NULL,2022-01-05 00:00:00.000,2022-01-13 00:00:00.000,1,NULL,NES093854/2022,001,,Nestle Hong Kong Ltd. LDP8025349 HONG KONG HONG KONG NESTLE BRASIL LTDA,,,,0,NULL,0,0,0,"4528,8","3818,88",0,NULL,0,"28,822","12399,12",0,1224,0,"12399,12","12399,12",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,,1,1,NULL,NULL,0,NULL,NULL,80000,0,"PAY TO: CITIBANK, N.A., NEW YORK ACCOUNT NAME: NESTLE DO BRASIL LTDA ACCOUNT NUMBER: 36235338 ABA021000089 SWIFT CODE: CITIUS33",,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8932778,NULL,8931359,1,0102EM-021904-21 /  DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - GLAUCIA MARA TEIXEIRA: REG.8D.04.026 - CPF 108.285.948-64,422,2022-01-14 17:05:23.000,22VZP068136456,Nestle Hong Kong Ltd. LDP8025349 HONG KONG HONG KONG NESTLE BRASIL LTDA,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EG-002086-23  ,NULL,02362,28223,003,NULL,FOB,160,220,NULL,NULL,     ,     ,NULL,NULL,1017700,1017700,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2023-11-10 17:41:30.933,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,80380,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,0301302,,0301302,0,0102EG-002086-23 - SOJA - MV CRYSTALIA - RIO GRANDE - DESTINO: CHINA ,200,2023-11-10 18:00:43.000,23NLV108491810,NULL,3,NULL,NULL,NULL,NULL,1,NULL,NULL
0102ER-0561-05    ,NULL,00005,01051,003,NULL,FCA,063,220,07,0007,NULL,NULL,0023,0010,NULL,NULL,000002,NULL,2,0,1578,NULL,31800,01051,01051,NULL,2005-06-10 00:00:00.000,2005-06-10 00:00:00.000,0,NULL,2231/05,001,01 BOMBONA,"BRASIL BASF, SAO PAULO, 4502051172, BASF ARGENTINA S.A., BUENOS AIRES, RODOVIARIO",NULL,"""ORIGEN Y PROCEDENCIA DE LA MERCADERIA: BRASIL.""",DECLARAMOS BAJO JURAMENTO QUE LOS DATOS QUE CONTIENE EN ESTA FACTURA SON EL FIEL REFLAJO DE LA VERDAD Y QUE LOS PRECIOS INDICADOS SON REALMENTE LOS PAGADOS O A PAGARSE. DECLARAMOS EN IGUAL FORMA QUE NO EXISTEN CONVENIOS QUE PERMITAN ALTERACIONES.,0,NULL,0,0,0,105,100,0,0,0,"0,16",227,0,100,1,227,227,0,0,0,0,           ,NULL,001,NULL,NULL,        ER-0561-05,NULL,0,0,1899-12-30 00:00:00.000,2,00006,105,NULL,NULL,0,01051,0,0,NULL,NULL,105,0,NULL,1,1,NULL,NULL,0,NULL,NULL,80000,0,NULL,NULL,NULL,0,2005-06-20 00:00:00.000,1,1,1,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-017778-22  ,NULL,02867,NULL,031,0003,FOB,249,220,NULL,NULL,     ,00271,NULL,0027,0817800,0817800,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2022-11-03 14:34:23.810,NULL,0,NULL,NULL,NULL, , , , ,,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0, ,1,1,NULL,NULL,0,NULL,NULL,81101,0, , ,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8931356,,8931356,1,0102EM-017778-22 DESPACHANTES: EDGAR MOTA DA SILVA: REG.8D.06.022 - CPF:080.614.118-22 - DENILSON DIAS DA SILVA: PROC. 11128.726621/2014-19 - CPF 038.471.428-52 - GLAUCIA MARA TEIXEIRA: REG.8D.04.026 - CPF 108.285.948-64  - Contatos: (13) 3211-4000 - Ramal 4055 - Celular: +55 13 99116-8754 (Edgar) ou +55 13 97412-5888 (Denilson),200,2022-11-03 14:36:49.000,22QKH086281101, ,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102ER-002819-14  ,NULL,02274,17188,   ,NULL,EXW,063,978,07,NULL,NULL,NULL,0016,0010,0817900,1010900,000002,NULL,2,0,2716,NULL,31800,NULL,NULL,NULL,2014-10-15 00:00:00.000,NULL,0,NULL,0050031667,054, , , , ,,NULL,NULL,NULL,0,0,2484,"2090,001",0,0,0,0,"81563,76",0,49961,0,"81563,76","81563,76",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,NULL,NULL,155,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,NULL,0,1899-12-30 00:00:00.000,0,80000,NULL, , ,NULL,0,NULL,NULL,1,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102JA-0336-10    ,NULL,NULL,NULL,NULL,0049,NULL,628,220,NULL,NULL,NULL,NULL,0125,0713,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,2010-03-04 11:08:12.950,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"34,501","27,646",0,0,0,0,"65992,92",0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,NULL,1,1,NULL,NULL,0,NULL,0,NULL,0,NULL,NULL,NULL,0,2010-03-12 00:00:00.000,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102ER-001482-22  ,NULL,02805,26329,003,NULL,FCA,845,220,NULL,NULL,     ,     ,NULL,NULL,1017701,1017701,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-03-23 17:29:06.233,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,80000,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,0651902,,0651902,1,0102ER-001482-22 | 22/17470,200,2022-04-08 18:01:17.000,22YJZ073354776,NULL,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EA-001500-14  ,NULL,00500,07945,   ,0001,CPT,493,220,04,NULL,NULL,NULL,0111,0217,0817700,0817700,000095,NULL,2,1,1736,NULL,50400,07945,07945,NULL,2014-07-31 00:00:00.000,2014-07-31 00:00:00.000,0,NULL,MEX 1737531,001, , , , ,,0,NULL,0,348,0,"139,1999999",120,0,0,0,"0,513","3152,4",0,120,3,"3500,4","3500,4",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,     ,   ,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,1, ,NULL,NULL,NULL,NULL,0,1899-12-30 00:00:00.000,0,80000,NULL, , ,NULL,0,NULL,NULL,1,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-0813-12    ,NULL,01120,13606,   ,0893,FCA,063,220,01,NULL,NULL,NULL,0002,0010,0817800,0817800,000079,NULL,2,1,2044,NULL,31800,NULL,NULL,NULL,2012-02-15 00:00:00.000,NULL,0,NULL,NULL,001, , , , ,,NULL,NULL,NULL,0,0,"82653,312","82653,312",0,0,0,0,"493191,25",0,1344,0,"493191,25","493191,25",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,     ,   ,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,NULL,0,1899-12-30 00:00:00.000,0,NULL,NULL, , ,NULL,"6421,33",2012-02-22 00:00:00.000,NULL,1,1,1,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-001409-21  ,NULL,01597,10254,003,0021,CIF,063,220,01,2853,NULL,NULL,0002,0010,0817800,0817800,000005,NULL,2,1,NULL,NULL,31800,10254,10254,NULL,2021-02-09 00:00:00.000,NULL,1,NULL,70940623,002,,,,,,0,NULL,0,452,"3,33","24488,752","23853,616",0,NULL,0,0,"11412,38",0,"1631,1936",0,"11867,71","11867,71",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,01597,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,1,,1,1,NULL,NULL,0,NULL,NULL,81101,0,,,NULL,0,NULL,1,0,0,0,0,,NULL,NULL,1,1,8931356,NULL,8931356,1,EM-001409-21,200,2021-02-09 14:46:28.000,21EVR047700680,,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102ER-005980-22  ,NULL,01597,10265,003,1008,FCA,845,220,07,0626,NULL,NULL,0928,0050,1017701,1017701,000005,NULL,2,1,NULL,NULL,31800,10265,10265,NULL,2022-11-08 00:00:00.000,NULL,1,NULL,71062202,1  ,,,,,,0,NULL,0,0,0,0,0,0,NULL,0,0,"5984,62",0,0,0,0,0,0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,1,     ,   ,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,1,,1,1,NULL,NULL,0,NULL,NULL,81101,0,,,NULL,0,2022-11-05 00:00:00.000,1,0,0,0,0,,NULL,NULL,1,1,0651902,NULL,0651902,1,0102ER-005980-22 - 71062202,200,2022-11-08 13:47:29.000,22BAX086529456,,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EA-002503-24  ,NULL,01879,25334,031,0071,EXW,158,220,04,NULL,NULL,NULL,0111,0009,0817700,0817700,000005,NULL,2,0,NULL,NULL,NULL,25334,06900,NULL,2024-11-26 00:00:00.000,2024-11-26 00:00:00.000,0,NULL,000860/24,005, 14 PALETAS DE MADERA TRATADA Y CERTIFICADA ,SAINT GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUÇÃO LTDA - PROCEDENCIA BRASIL - CHRISTENSEN - SANTIAGO - CHILE, , ,,0,NULL,0,0,0,5847,5547,0,0,0,"5,4918","39589,02",0,1325,0,"39589,02","39589,02",0,0,0,0,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,1,1,NULL,NULL,0,NULL,NULL,80000,0,INSTRUÇÃO 20390607 - TRIANGULAR PROCESSO SERÁ CONSOLIDADO COM O 0917/24., ,NULL,0,NULL,1,0,0,0,0,logo_sg2.jpg,NULL,NULL,1,1,8921101,NULL,8921101,0,0102EA-002503-24,200,2024-11-27 10:15:53.000,24HHZ132400763, ,1,NULL,NULL,NULL,NULL,1,NULL,NULL
0102EA-001103-25  ,NULL,00044,12382,031,NULL,FCA,493,220,NULL,NULL,     ,     ,NULL,NULL,0817700,0817700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2025-05-15 16:58:33.520,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,0,NULL,1,1,NULL,NULL,0,NULL,NULL,80000,0,NULL,NULL,NULL,0,NULL,1,0,0,0,0,NULL,NULL,NULL,1,1,8921101,,8921101,1,0102EA-001103-25,422,2025-05-15 17:02:29.000,25LVD143342741,NULL,1,NULL,NULL,Alteracao ,NULL,1,NULL,NULL
0102EA-1028-08    ,NULL,NULL,07638,NULL,0001,NULL,249,220,NULL,NULL,NULL,NULL,NULL,0027,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,2008-09-18 14:58:27.150,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,"9460,5",8400,0,0,0,0,"97986,06",0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0,NULL,1,1,NULL,NULL,0,NULL,0,NULL,0,NULL,NULL,NULL,0,2008-10-01 00:00:00.000,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EA-000475-17  ,NULL,01701,18805,   ,0036,CPT,063,220,04,NULL,NULL,     ,0125,0010,0817600,0817600,000014,NULL,0,1,3837,NULL,31800,NULL,NULL,NULL,2017-02-23 00:00:00.000,NULL,0,NULL,0081196381,056, , , , ,,NULL,NULL,NULL,"151,88",0,"409,8","348,472",0,0,0,0,"86662,23",0,5196,0,"86814,11","86662,23",0,0,0,NULL,           ,NULL,NULL,NULL,NULL, , ,0,0,1899-12-30 00:00:00.000,NULL,NULL,155,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,0, ,NULL,NULL,NULL,           ,0,1899-12-30 00:00:00.000,0,80000,NULL, , ,NULL,0,NULL,NULL,0,1,1,NULL,,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0102EM-006915-17  ,NULL,00393,10254,NULL,0338,CFR,063,790,01,0114,NULL,NULL,0002,0010,0817800,0817800,000005,NULL,2,1,4080,NULL,31800,10254,10254,NULL,2017-08-02 00:00:00.000,NULL,1,NULL,70701714,001,,,,,,0,NULL,0,"1153,62",0,"24263,58","23631,3",0,NULL,0,0,"25178,4",0,"4501,2",0,"26332,02","26332,02",0,0,0,0,           ,NULL,NULL,NULL,NULL,,,0,0,1899-12-30 00:00:00.000,0,00393,105,NULL,NULL,NULL,NULL,0,0,NULL,NULL,105,1,,1,1,NULL,NULL,0,NULL,NULL,80000,0,,,NULL,0,NULL,1,0,1,1,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
